13/11/2023, 12:44:14:Reading the CSV file here
13/11/2023, 12:44:14:          Date  Temperature  Humidity
15  2023-01-16           24        58       Normal
16  2023-01-17           26        64  Comfortable
17  2023-01-18           22        53       Normal
18  2023-01-19           27        66       Normal
19  2023-01-20           23        55       Normal
20  2023-01-21           28        69       Normal
21  2023-01-22           25        62       Normal
22  2023-01-23           24        57       Normal
23  2023-01-24           26        63  Comfortable
24  2023-01-25           22        52       Normal
25  2023-01-26           27        68       Normal
26  2023-01-27           23        54       Normal
27  2023-01-28           28        71       Normal
28  2023-01-29           25        60       Normal
29  2023-01-30           24        59       Normal
13/11/2023, 13:24:58:Grouping DataFrame by month and calculate the average temperature and humidity for each month
13/11/2023, 13:24:58:<pandas.core.groupby.generic.DataFrameGroupBy object at 0x0000020DC4466D50>
13/11/2023, 13:24:58:Adding new column Average and putting vales of avgTempByMonth into it
13/11/2023, 13:24:58:          Date  Temperature  Humidity  ComfortZone  Average
0   2023-01-01           25        60       Normal      NaN
1   2023-01-02           24        58       Normal      NaN
2   2023-01-03           26        62  Comfortable      NaN
3   2023-01-04           22        55       Normal      NaN
4   2023-01-05           27        65       Normal      NaN
5   2023-01-06           23        57       Normal      NaN
6   2023-01-07           28        70       Normal      NaN
7   2023-01-08           25        63       Normal      NaN
8   2023-01-09           24        59       Normal      NaN
9   2023-01-10           26        68       Normal      NaN
10  2023-01-11           22        54       Normal      NaN
11  2023-01-12           27        67       Normal      NaN
12  2023-01-13           23        56       Normal      NaN
13  2023-01-14           28        72       Normal      NaN
14  2023-01-15           25        61       Normal      NaN
15  2023-01-16           24        58       Normal      NaN
16  2023-01-17           26        64  Comfortable      NaN
17  2023-01-18           22        53       Normal      NaN
18  2023-01-19           27        66       Normal      NaN
19  2023-01-20           23        55       Normal      NaN
20  2023-01-21           28        69       Normal      NaN
21  2023-01-22           25        62       Normal      NaN
22  2023-01-23           24        57       Normal      NaN
23  2023-01-24           26        63  Comfortable      NaN
24  2023-01-25           22        52       Normal      NaN
25  2023-01-26           27        68       Normal      NaN
26  2023-01-27           23        54       Normal      NaN
27  2023-01-28           28        71       Normal      NaN
28  2023-01-29           25        60       Normal      NaN
29  2023-01-30           24        59       Normal      NaN
13/11/2023, 13:24:58:Dat with highest temp
13/11/2023, 13:24:58:6
13/11/2023, 13:24:58:28
13/11/2023, 13:24:58:Dat with lowest temp
13/11/2023, 13:24:58:6
13/11/2023, 13:24:58:28
13/11/2023, 13:24:58:Creating a line chart showing Temperature vs Date
13/11/2023, 13:26:28:Generating a heat map using sea born
13/11/2023, 13:34:57:Reading the CSV file here
13/11/2023, 13:34:57:          Date  Temperature  Humidity
0   2023-01-01           25        60
1   2023-01-02           24        58
2   2023-01-03           26        62
3   2023-01-04           22        55
4   2023-01-05           27        65
5   2023-01-06           23        57
6   2023-01-07           28        70
7   2023-01-08           25        63
8   2023-01-09           24        59
9   2023-01-10           26        68
10  2023-01-11           22        54
11  2023-01-12           27        67
12  2023-01-13           23        56
13  2023-01-14           28        72
14  2023-01-15           25        61
15  2023-01-16           24        58
16  2023-01-17           26        64
17  2023-01-18           22        53
18  2023-01-19           27        66
19  2023-01-20           23        55
20  2023-01-21           28        69
21  2023-01-22           25        62
22  2023-01-23           24        57
23  2023-01-24           26        63
24  2023-01-25           22        52
25  2023-01-26           27        68
26  2023-01-27           23        54
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:34:57:Displaying heads and tails
13/11/2023, 13:34:57:         Date  Temperature  Humidity
0  2023-01-01           25        60
1  2023-01-02           24        58
2  2023-01-03           26        62
3  2023-01-04           22        55
4  2023-01-05           27        65
13/11/2023, 13:34:57:          Date  Temperature  Humidity
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:34:57:Making a new column named ComfortZone
13/11/2023, 13:34:57:Adding values to ComfortZone
13/11/2023, 13:34:57:          Date  Temperature  Humidity  ComfortZone
0   2023-01-01           25        60       Normal
1   2023-01-02           24        58       Normal
2   2023-01-03           26        62  Comfortable
3   2023-01-04           22        55       Normal
4   2023-01-05           27        65       Normal
5   2023-01-06           23        57       Normal
6   2023-01-07           28        70       Normal
7   2023-01-08           25        63       Normal
8   2023-01-09           24        59       Normal
9   2023-01-10           26        68       Normal
10  2023-01-11           22        54       Normal
11  2023-01-12           27        67       Normal
12  2023-01-13           23        56       Normal
13  2023-01-14           28        72       Normal
14  2023-01-15           25        61       Normal
15  2023-01-16           24        58       Normal
16  2023-01-17           26        64  Comfortable
17  2023-01-18           22        53       Normal
18  2023-01-19           27        66       Normal
19  2023-01-20           23        55       Normal
20  2023-01-21           28        69       Normal
21  2023-01-22           25        62       Normal
22  2023-01-23           24        57       Normal
23  2023-01-24           26        63  Comfortable
24  2023-01-25           22        52       Normal
25  2023-01-26           27        68       Normal
26  2023-01-27           23        54       Normal
27  2023-01-28           28        71       Normal
28  2023-01-29           25        60       Normal
29  2023-01-30           24        59       Normal
13/11/2023, 13:34:57:Grouping DataFrame by month and calculate the average temperature and humidity for each month
13/11/2023, 13:34:57:<pandas.core.groupby.generic.DataFrameGroupBy object at 0x0000021368A83790>
13/11/2023, 13:34:57:Adding new column Average and putting vales of avgTempByMonth into it
13/11/2023, 13:34:57:          Date  Temperature  Humidity  ComfortZone  Average
0   2023-01-01           25        60       Normal      NaN
1   2023-01-02           24        58       Normal      NaN
2   2023-01-03           26        62  Comfortable      NaN
3   2023-01-04           22        55       Normal      NaN
4   2023-01-05           27        65       Normal      NaN
5   2023-01-06           23        57       Normal      NaN
6   2023-01-07           28        70       Normal      NaN
7   2023-01-08           25        63       Normal      NaN
8   2023-01-09           24        59       Normal      NaN
9   2023-01-10           26        68       Normal      NaN
10  2023-01-11           22        54       Normal      NaN
11  2023-01-12           27        67       Normal      NaN
12  2023-01-13           23        56       Normal      NaN
13  2023-01-14           28        72       Normal      NaN
14  2023-01-15           25        61       Normal      NaN
15  2023-01-16           24        58       Normal      NaN
16  2023-01-17           26        64  Comfortable      NaN
17  2023-01-18           22        53       Normal      NaN
18  2023-01-19           27        66       Normal      NaN
19  2023-01-20           23        55       Normal      NaN
20  2023-01-21           28        69       Normal      NaN
21  2023-01-22           25        62       Normal      NaN
22  2023-01-23           24        57       Normal      NaN
23  2023-01-24           26        63  Comfortable      NaN
24  2023-01-25           22        52       Normal      NaN
25  2023-01-26           27        68       Normal      NaN
26  2023-01-27           23        54       Normal      NaN
27  2023-01-28           28        71       Normal      NaN
28  2023-01-29           25        60       Normal      NaN
29  2023-01-30           24        59       Normal      NaN
13/11/2023, 13:35:05:Reading the CSV file here
13/11/2023, 13:35:05:          Date  Temperature  Humidity
0   2023-01-01           25        60
1   2023-01-02           24        58
2   2023-01-03           26        62
3   2023-01-04           22        55
4   2023-01-05           27        65
5   2023-01-06           23        57
6   2023-01-07           28        70
7   2023-01-08           25        63
8   2023-01-09           24        59
9   2023-01-10           26        68
10  2023-01-11           22        54
11  2023-01-12           27        67
12  2023-01-13           23        56
13  2023-01-14           28        72
14  2023-01-15           25        61
15  2023-01-16           24        58
16  2023-01-17           26        64
17  2023-01-18           22        53
18  2023-01-19           27        66
19  2023-01-20           23        55
20  2023-01-21           28        69
21  2023-01-22           25        62
22  2023-01-23           24        57
23  2023-01-24           26        63
24  2023-01-25           22        52
25  2023-01-26           27        68
26  2023-01-27           23        54
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:35:05:Displaying heads and tails
13/11/2023, 13:35:05:         Date  Temperature  Humidity
0  2023-01-01           25        60
1  2023-01-02           24        58
2  2023-01-03           26        62
3  2023-01-04           22        55
4  2023-01-05           27        65
13/11/2023, 13:35:05:          Date  Temperature  Humidity
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:35:05:Making a new column named ComfortZone
13/11/2023, 13:35:05:Adding values to ComfortZone
13/11/2023, 13:35:06:          Date  Temperature  Humidity  ComfortZone
0   2023-01-01           25        60       Normal
1   2023-01-02           24        58       Normal
2   2023-01-03           26        62  Comfortable
3   2023-01-04           22        55       Normal
4   2023-01-05           27        65       Normal
5   2023-01-06           23        57       Normal
6   2023-01-07           28        70       Normal
7   2023-01-08           25        63       Normal
8   2023-01-09           24        59       Normal
9   2023-01-10           26        68       Normal
10  2023-01-11           22        54       Normal
11  2023-01-12           27        67       Normal
12  2023-01-13           23        56       Normal
13  2023-01-14           28        72       Normal
14  2023-01-15           25        61       Normal
15  2023-01-16           24        58       Normal
16  2023-01-17           26        64  Comfortable
17  2023-01-18           22        53       Normal
18  2023-01-19           27        66       Normal
19  2023-01-20           23        55       Normal
20  2023-01-21           28        69       Normal
21  2023-01-22           25        62       Normal
22  2023-01-23           24        57       Normal
23  2023-01-24           26        63  Comfortable
24  2023-01-25           22        52       Normal
25  2023-01-26           27        68       Normal
26  2023-01-27           23        54       Normal
27  2023-01-28           28        71       Normal
28  2023-01-29           25        60       Normal
29  2023-01-30           24        59       Normal
13/11/2023, 13:35:06:Grouping DataFrame by month and calculate the average temperature and humidity for each month
13/11/2023, 13:35:06:<pandas.core.groupby.generic.DataFrameGroupBy object at 0x0000025C67DB3610>
13/11/2023, 13:35:06:Adding new column Average and putting vales of avgTempByMonth into it
13/11/2023, 13:35:06:          Date  Temperature  Humidity  ComfortZone  Average
0   2023-01-01           25        60       Normal      NaN
1   2023-01-02           24        58       Normal      NaN
2   2023-01-03           26        62  Comfortable      NaN
3   2023-01-04           22        55       Normal      NaN
4   2023-01-05           27        65       Normal      NaN
5   2023-01-06           23        57       Normal      NaN
6   2023-01-07           28        70       Normal      NaN
7   2023-01-08           25        63       Normal      NaN
8   2023-01-09           24        59       Normal      NaN
9   2023-01-10           26        68       Normal      NaN
10  2023-01-11           22        54       Normal      NaN
11  2023-01-12           27        67       Normal      NaN
12  2023-01-13           23        56       Normal      NaN
13  2023-01-14           28        72       Normal      NaN
14  2023-01-15           25        61       Normal      NaN
15  2023-01-16           24        58       Normal      NaN
16  2023-01-17           26        64  Comfortable      NaN
17  2023-01-18           22        53       Normal      NaN
18  2023-01-19           27        66       Normal      NaN
19  2023-01-20           23        55       Normal      NaN
20  2023-01-21           28        69       Normal      NaN
21  2023-01-22           25        62       Normal      NaN
22  2023-01-23           24        57       Normal      NaN
23  2023-01-24           26        63  Comfortable      NaN
24  2023-01-25           22        52       Normal      NaN
25  2023-01-26           27        68       Normal      NaN
26  2023-01-27           23        54       Normal      NaN
27  2023-01-28           28        71       Normal      NaN
28  2023-01-29           25        60       Normal      NaN
29  2023-01-30           24        59       Normal      NaN
13/11/2023, 13:35:06:Dat with highest temp
13/11/2023, 13:35:06:6
13/11/2023, 13:35:06:28
13/11/2023, 13:35:06:Dat with lowest temp
13/11/2023, 13:35:06:6
13/11/2023, 13:35:06:28
13/11/2023, 13:35:06:Creating a line chart showing Temperature vs Date
13/11/2023, 13:35:11:Generating a heat map using sea born
13/11/2023, 13:35:42:Reading the CSV file here
13/11/2023, 13:35:42:          Date  Temperature  Humidity
0   2023-01-01           25        60
1   2023-01-02           24        58
2   2023-01-03           26        62
3   2023-01-04           22        55
4   2023-01-05           27        65
5   2023-01-06           23        57
6   2023-01-07           28        70
7   2023-01-08           25        63
8   2023-01-09           24        59
9   2023-01-10           26        68
10  2023-01-11           22        54
11  2023-01-12           27        67
12  2023-01-13           23        56
13  2023-01-14           28        72
14  2023-01-15           25        61
15  2023-01-16           24        58
16  2023-01-17           26        64
17  2023-01-18           22        53
18  2023-01-19           27        66
19  2023-01-20           23        55
20  2023-01-21           28        69
21  2023-01-22           25        62
22  2023-01-23           24        57
23  2023-01-24           26        63
24  2023-01-25           22        52
25  2023-01-26           27        68
26  2023-01-27           23        54
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:35:42:Displaying heads and tails
13/11/2023, 13:35:42:         Date  Temperature  Humidity
0  2023-01-01           25        60
1  2023-01-02           24        58
2  2023-01-03           26        62
3  2023-01-04           22        55
4  2023-01-05           27        65
13/11/2023, 13:35:42:          Date  Temperature  Humidity
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:35:42:Making a new column named ComfortZone
13/11/2023, 13:35:42:Adding values to ComfortZone
13/11/2023, 13:35:42:          Date  Temperature  Humidity  ComfortZone
0   2023-01-01           25        60       Normal
1   2023-01-02           24        58       Normal
2   2023-01-03           26        62  Comfortable
3   2023-01-04           22        55       Normal
4   2023-01-05           27        65       Normal
5   2023-01-06           23        57       Normal
6   2023-01-07           28        70       Normal
7   2023-01-08           25        63       Normal
8   2023-01-09           24        59       Normal
9   2023-01-10           26        68       Normal
10  2023-01-11           22        54       Normal
11  2023-01-12           27        67       Normal
12  2023-01-13           23        56       Normal
13  2023-01-14           28        72       Normal
14  2023-01-15           25        61       Normal
15  2023-01-16           24        58       Normal
16  2023-01-17           26        64  Comfortable
17  2023-01-18           22        53       Normal
18  2023-01-19           27        66       Normal
19  2023-01-20           23        55       Normal
20  2023-01-21           28        69       Normal
21  2023-01-22           25        62       Normal
22  2023-01-23           24        57       Normal
23  2023-01-24           26        63  Comfortable
24  2023-01-25           22        52       Normal
25  2023-01-26           27        68       Normal
26  2023-01-27           23        54       Normal
27  2023-01-28           28        71       Normal
28  2023-01-29           25        60       Normal
29  2023-01-30           24        59       Normal
13/11/2023, 13:35:42:Grouping DataFrame by month and calculate the average temperature and humidity for each month
13/11/2023, 13:35:42:<pandas.core.groupby.generic.DataFrameGroupBy object at 0x00000183361D3490>
13/11/2023, 13:35:42:Adding new column Average and putting vales of avgTempByMonth into it
13/11/2023, 13:35:42:          Date  Temperature  Humidity  ComfortZone  Average
0   2023-01-01           25        60       Normal      NaN
1   2023-01-02           24        58       Normal      NaN
2   2023-01-03           26        62  Comfortable      NaN
3   2023-01-04           22        55       Normal      NaN
4   2023-01-05           27        65       Normal      NaN
5   2023-01-06           23        57       Normal      NaN
6   2023-01-07           28        70       Normal      NaN
7   2023-01-08           25        63       Normal      NaN
8   2023-01-09           24        59       Normal      NaN
9   2023-01-10           26        68       Normal      NaN
10  2023-01-11           22        54       Normal      NaN
11  2023-01-12           27        67       Normal      NaN
12  2023-01-13           23        56       Normal      NaN
13  2023-01-14           28        72       Normal      NaN
14  2023-01-15           25        61       Normal      NaN
15  2023-01-16           24        58       Normal      NaN
16  2023-01-17           26        64  Comfortable      NaN
17  2023-01-18           22        53       Normal      NaN
18  2023-01-19           27        66       Normal      NaN
19  2023-01-20           23        55       Normal      NaN
20  2023-01-21           28        69       Normal      NaN
21  2023-01-22           25        62       Normal      NaN
22  2023-01-23           24        57       Normal      NaN
23  2023-01-24           26        63  Comfortable      NaN
24  2023-01-25           22        52       Normal      NaN
25  2023-01-26           27        68       Normal      NaN
26  2023-01-27           23        54       Normal      NaN
27  2023-01-28           28        71       Normal      NaN
28  2023-01-29           25        60       Normal      NaN
29  2023-01-30           24        59       Normal      NaN
13/11/2023, 13:35:42:Dat with highest temp
13/11/2023, 13:35:42:6
13/11/2023, 13:35:42:28
13/11/2023, 13:35:42:Dat with lowest temp
13/11/2023, 13:35:42:6
13/11/2023, 13:35:42:28
13/11/2023, 13:35:42:Creating a line chart showing Temperature vs Date
13/11/2023, 13:37:00:Generating a heat map using sea born
13/11/2023, 13:41:57:Reading the CSV file here
13/11/2023, 13:41:57:          Date  Temperature  Humidity
0   2023-01-01           25        60
1   2023-01-02           24        58
2   2023-01-03           26        62
3   2023-01-04           22        55
4   2023-01-05           27        65
5   2023-01-06           23        57
6   2023-01-07           28        70
7   2023-01-08           25        63
8   2023-01-09           24        59
9   2023-01-10           26        68
10  2023-01-11           22        54
11  2023-01-12           27        67
12  2023-01-13           23        56
13  2023-01-14           28        72
14  2023-01-15           25        61
15  2023-01-16           24        58
16  2023-01-17           26        64
17  2023-01-18           22        53
18  2023-01-19           27        66
19  2023-01-20           23        55
20  2023-01-21           28        69
21  2023-01-22           25        62
22  2023-01-23           24        57
23  2023-01-24           26        63
24  2023-01-25           22        52
25  2023-01-26           27        68
26  2023-01-27           23        54
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:41:57:Displaying heads and tails
13/11/2023, 13:41:57:         Date  Temperature  Humidity
0  2023-01-01           25        60
1  2023-01-02           24        58
2  2023-01-03           26        62
3  2023-01-04           22        55
4  2023-01-05           27        65
13/11/2023, 13:41:57:          Date  Temperature  Humidity
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
13/11/2023, 13:41:57:Making a new column named ComfortZone
13/11/2023, 13:41:57:Adding values to ComfortZone
13/11/2023, 13:41:57:          Date  Temperature  Humidity  ComfortZone
0   2023-01-01           25        60       Normal
1   2023-01-02           24        58       Normal
2   2023-01-03           26        62  Comfortable
3   2023-01-04           22        55       Normal
4   2023-01-05           27        65       Normal
5   2023-01-06           23        57       Normal
6   2023-01-07           28        70       Normal
7   2023-01-08           25        63       Normal
8   2023-01-09           24        59       Normal
9   2023-01-10           26        68       Normal
10  2023-01-11           22        54       Normal
11  2023-01-12           27        67       Normal
12  2023-01-13           23        56       Normal
13  2023-01-14           28        72       Normal
14  2023-01-15           25        61       Normal
15  2023-01-16           24        58       Normal
16  2023-01-17           26        64  Comfortable
17  2023-01-18           22        53       Normal
18  2023-01-19           27        66       Normal
19  2023-01-20           23        55       Normal
20  2023-01-21           28        69       Normal
21  2023-01-22           25        62       Normal
22  2023-01-23           24        57       Normal
23  2023-01-24           26        63  Comfortable
24  2023-01-25           22        52       Normal
25  2023-01-26           27        68       Normal
26  2023-01-27           23        54       Normal
27  2023-01-28           28        71       Normal
28  2023-01-29           25        60       Normal
29  2023-01-30           24        59       Normal
13/11/2023, 13:41:57:Grouping DataFrame by month and calculate the average temperature and humidity for each month
13/11/2023, 13:41:57:<pandas.core.groupby.generic.DataFrameGroupBy object at 0x000002C13C673750>
13/11/2023, 13:41:57:Adding new column Average and putting vales of avgTempByMonth into it
13/11/2023, 13:41:57:          Date  Temperature  Humidity  ComfortZone  avgTempByMonth
0   2023-01-01           25        60       Normal             NaN
1   2023-01-02           24        58       Normal             NaN
2   2023-01-03           26        62  Comfortable             NaN
3   2023-01-04           22        55       Normal             NaN
4   2023-01-05           27        65       Normal             NaN
5   2023-01-06           23        57       Normal             NaN
6   2023-01-07           28        70       Normal             NaN
7   2023-01-08           25        63       Normal             NaN
8   2023-01-09           24        59       Normal             NaN
9   2023-01-10           26        68       Normal             NaN
10  2023-01-11           22        54       Normal             NaN
11  2023-01-12           27        67       Normal             NaN
12  2023-01-13           23        56       Normal             NaN
13  2023-01-14           28        72       Normal             NaN
14  2023-01-15           25        61       Normal             NaN
15  2023-01-16           24        58       Normal             NaN
16  2023-01-17           26        64  Comfortable             NaN
17  2023-01-18           22        53       Normal             NaN
18  2023-01-19           27        66       Normal             NaN
19  2023-01-20           23        55       Normal             NaN
20  2023-01-21           28        69       Normal             NaN
21  2023-01-22           25        62       Normal             NaN
22  2023-01-23           24        57       Normal             NaN
23  2023-01-24           26        63  Comfortable             NaN
24  2023-01-25           22        52       Normal             NaN
25  2023-01-26           27        68       Normal             NaN
26  2023-01-27           23        54       Normal             NaN
27  2023-01-28           28        71       Normal             NaN
28  2023-01-29           25        60       Normal             NaN
29  2023-01-30           24        59       Normal             NaN
13/11/2023, 13:41:57:Dat with highest temp
13/11/2023, 13:41:57:6
13/11/2023, 13:41:57:28
13/11/2023, 13:41:57:Dat with lowest temp
13/11/2023, 13:41:57:6
13/11/2023, 13:41:57:28
13/11/2023, 13:41:57:Creating a line chart showing Temperature vs Date
23/11/2023, 21:12:26:Reading the CSV file here
23/11/2023, 21:12:26:          Date  Temperature  Humidity
0   2023-01-01           25        60
1   2023-01-02           24        58
2   2023-01-03           26        62
3   2023-01-04           22        55
4   2023-01-05           27        65
5   2023-01-06           23        57
6   2023-01-07           28        70
7   2023-01-08           25        63
8   2023-01-09           24        59
9   2023-01-10           26        68
10  2023-01-11           22        54
11  2023-01-12           27        67
12  2023-01-13           23        56
13  2023-01-14           28        72
14  2023-01-15           25        61
15  2023-01-16           24        58
16  2023-01-17           26        64
17  2023-01-18           22        53
18  2023-01-19           27        66
19  2023-01-20           23        55
20  2023-01-21           28        69
21  2023-01-22           25        62
22  2023-01-23           24        57
23  2023-01-24           26        63
24  2023-01-25           22        52
25  2023-01-26           27        68
26  2023-01-27           23        54
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
23/11/2023, 21:12:26:Displaying heads and tails
23/11/2023, 21:12:27:         Date  Temperature  Humidity
0  2023-01-01           25        60
1  2023-01-02           24        58
2  2023-01-03           26        62
3  2023-01-04           22        55
4  2023-01-05           27        65
23/11/2023, 21:12:27:          Date  Temperature  Humidity
27  2023-01-28           28        71
28  2023-01-29           25        60
29  2023-01-30           24        59
23/11/2023, 21:12:27:Making a new column named ComfortZone
23/11/2023, 21:12:27:Adding values to ComfortZone
23/11/2023, 21:12:27:          Date  Temperature  Humidity  ComfortZone
0   2023-01-01           25        60       Normal
1   2023-01-02           24        58       Normal
2   2023-01-03           26        62  Comfortable
3   2023-01-04           22        55       Normal
4   2023-01-05           27        65       Normal
5   2023-01-06           23        57       Normal
6   2023-01-07           28        70       Normal
7   2023-01-08           25        63       Normal
8   2023-01-09           24        59       Normal
9   2023-01-10           26        68       Normal
10  2023-01-11           22        54       Normal
11  2023-01-12           27        67       Normal
12  2023-01-13           23        56       Normal
13  2023-01-14           28        72       Normal
14  2023-01-15           25        61       Normal
15  2023-01-16           24        58       Normal
16  2023-01-17           26        64  Comfortable
17  2023-01-18           22        53       Normal
18  2023-01-19           27        66       Normal
19  2023-01-20           23        55       Normal
20  2023-01-21           28        69       Normal
21  2023-01-22           25        62       Normal
22  2023-01-23           24        57       Normal
23  2023-01-24           26        63  Comfortable
24  2023-01-25           22        52       Normal
25  2023-01-26           27        68       Normal
26  2023-01-27           23        54       Normal
27  2023-01-28           28        71       Normal
28  2023-01-29           25        60       Normal
29  2023-01-30           24        59       Normal
23/11/2023, 21:12:27:Grouping DataFrame by month and calculate the average temperature and humidity for each month
23/11/2023, 21:12:27:<pandas.core.groupby.generic.DataFrameGroupBy object at 0x000001E379D63550>
23/11/2023, 21:12:27:Adding new column Average and putting vales of avgTempByMonth into it
23/11/2023, 21:12:27:          Date  Temperature  Humidity  ComfortZone  avgTempByMonth
0   2023-01-01           25        60       Normal             NaN
1   2023-01-02           24        58       Normal             NaN
2   2023-01-03           26        62  Comfortable             NaN
3   2023-01-04           22        55       Normal             NaN
4   2023-01-05           27        65       Normal             NaN
5   2023-01-06           23        57       Normal             NaN
6   2023-01-07           28        70       Normal             NaN
7   2023-01-08           25        63       Normal             NaN
8   2023-01-09           24        59       Normal             NaN
9   2023-01-10           26        68       Normal             NaN
10  2023-01-11           22        54       Normal             NaN
11  2023-01-12           27        67       Normal             NaN
12  2023-01-13           23        56       Normal             NaN
13  2023-01-14           28        72       Normal             NaN
14  2023-01-15           25        61       Normal             NaN
15  2023-01-16           24        58       Normal             NaN
16  2023-01-17           26        64  Comfortable             NaN
17  2023-01-18           22        53       Normal             NaN
18  2023-01-19           27        66       Normal             NaN
19  2023-01-20           23        55       Normal             NaN
20  2023-01-21           28        69       Normal             NaN
21  2023-01-22           25        62       Normal             NaN
22  2023-01-23           24        57       Normal             NaN
23  2023-01-24           26        63  Comfortable             NaN
24  2023-01-25           22        52       Normal             NaN
25  2023-01-26           27        68       Normal             NaN
26  2023-01-27           23        54       Normal             NaN
27  2023-01-28           28        71       Normal             NaN
28  2023-01-29           25        60       Normal             NaN
29  2023-01-30           24        59       Normal             NaN
23/11/2023, 21:12:27:Dat with highest temp
23/11/2023, 21:12:27:6
23/11/2023, 21:12:27:28
23/11/2023, 21:12:27:Dat with lowest temp
23/11/2023, 21:12:27:6
23/11/2023, 21:12:27:28
23/11/2023, 21:12:27:Creating a line chart showing Temperature vs Date
